api_id,nome,status,orgao_id
2599,Credenciar-se junto à ANAC como pessoa jurídica apta a emitir certificados e aprovações,Mantido,17
2602,Homologar produtos de telecomunicações - ANATEL,Mantido,161
2603,Obter autorização para atividade de Organismo de Certificação de Conteúdo Local,Mantido,62
2606,Registrar plano de saúde,Mantido,50
2607,Obter autorização de funcionamento para operadoras de planos privados de saúde,Mantido,50
2608,Obter ou renovar Licença Originária para transporte rodoviário internacional de cargas,Mantido,45
2609,Obter autorização de viagem de caráter ocasional para transporte rodoviário internacional de cargas,Mantido,45
2611,Obter autorização para a realização de ensaios clínicos de medicamentos no Brasil,Mantido,3
2612,Obter Autorização para fim de desembaraço aduaneiro,Mantido,3
2613,Obter autorização especial simplificada para estabelecimento de ensino e pesquisa,Mantido,3
2614,Obter autorização para aquisição de medicamentos sujeitos a controle especial,Mantido,3
2617,Obter anuência em licença de importação,Mantido,3
2618,Obter Registro de Medicamentos Genéricos$§ Similares$§ Novos e Inovadores,Mantido,3
2619,Obter Registro de Produtos Fumígenos Derivados do Tabaco,Mantido,3
2622,Tirar o Certificado Internacional de Vacinação,Mantido,3
2623,Regularizar cosméticos isentos de registro,Mantido,3
2625,Solicitar Registro de Cosméticos,Mantido,3
2626,Obter Certidão e Certificado de Cadastro ou Registro de Produtos para Saúde,Mantido,3
2628,Obter certificado de não-objeção para importação,Mantido,3
2630,Requerer posicionamento do Tribunal Administrativo sobre questão concorrencial,Mantido,55
2631,Obter auxílio técnico especializado na área mineral,Mantido,12
2632,Obter auxílio técnico especializado em rochas ornamentais e minerais industriais,Mantido,12
2633,Ingressar no Colégio Militar de Belém,Mantido,67
2634,Ingressar no Colégio Militar de Brasília,Mantido,67
2635,Ingressar no Colégio Militar de Belo Horizonte,Mantido,67
2636,Ingressar no Colégio Militar de Curitiba,Mantido,67
2637,Ingressar no Colégio Militar de Campo Grande,Mantido,67
2638,Ingressar no Colégio Militar de Fortaleza,Mantido,67
2639,Ingressar no Colégio Militar de Manaus,Mantido,67
2640,Ingressar no Colégio Militar do Rio de Janeiro,Mantido,67
2641,Ingressar no Colégio Militar de Salvador,Mantido,67
2642,Ingressar no Colégio Militar de Santa Maria,Mantido,67
2643,Ingressar na Escola de Formação de Sargentos de Carreira,Mantido,67
2644,Ingressar na Escola de Saúde e Formação Complementar do Exército,Mantido,67
2646,Autorizar Exportação de Produtos Controlados pelo Exército,Mantido,67
2648,Registrar arma de fogo com emissão de CRAF para CAC,Mantido,67
2651,Saber contaminação e níveis de exposição em instalações radiativas.,Mantido,29
2652,Obter estimativa de dose absorvida em indivíduos expostos à radiação ionizante,Mantido,29
2653,Realizar teste de ocorrência de contaminação radioativa através de amostras por esfregaços.,Mantido,29
2654,Obter serviço de irradiação no reator nuclear TRIGA IPR-R1,Mantido,29
2655,Irradiar com raios gamas pedras semipreciosas$§ produtos médico-hospitalares e de outros materiais,Mantido,29
2656,Obter determinação de radioisótopos naturais ou artificiais em amostras diversas,Mantido,29
2658,Obter análises minerais e caracterização de minérios,Mantido,29
2659,Determinação de Difusividade Térmica,Mantido,29
2660,Realizar testes e ensaios mecânicos para caracterização de materiais,Mantido,29
2663,Obter fontes radioativas no Instituto de Pesquisas Energéticas e Nucleares (SP),Mantido,29
2668,Obter serviços de irradiação no Instituto de Pesquisas Energéticas e Nucleares (SP),Mantido,29
2669,Obter Análises e Determinações,Mantido,29
2670,Obter aprovação de local de instalação radiativa,Mantido,29
2671,Obter autorização para construção ou modificação de instalação radiativa,Mantido,29
2672,Obter autorização para operação de instalação radiativa,Mantido,29
2673,Obter autorização para retirada de operação de instalação radiativa,Mantido,29
2675,Adquirir radioisótopos ou equipamentos geradores de radiação ionizante em território nacional,Mantido,29
2676,Obter anuência para importar radioisótopos ou equipamentos geradores de radiação ionizante,Mantido,29
2677,Obter histórico de dose ocupacional,Mantido,29
2678,Obter concentração de radionuclídeos em amostras,Mantido,29
2680,Obter licença de construção de instalação nuclear de potência ou pesquisa,Mantido,29
2745,Obter permissão de lavra garimpeira,Mantido,58
2746,Obter permissão para reconhecimento geológico,Mantido,58
2748,Obter cessão total na fase de requerimento de lavra,Mantido,58
2749,Obter cessão total de registro de licença,Mantido,58
2750,Obter cessão total de permissão de lavra garimpeira,Mantido,58
2751,Obter cessão parcial de alvará de pesquisa,Mantido,58
2752,Obter cessão parcial na fase de requerimento de lavra,Mantido,58
2753,Obter cessão parcial de concessão de lavra,Mantido,58
2754,Obter cessão parcial de registro de licença,Mantido,58
2755,Obter cessão parcial de permissão de lavra garimpeira,Mantido,58
2756,Obter arrendamento parcial da concessão de lavra ou manifesto de mina,Mantido,58
2757,Registrar transferência de direitos minerários em face de fusão,Mantido,58
2758,Registrar transferência de direitos minerários em face de cisão,Mantido,58
2759,Registrar transferência de direitos minerários em face de falência,Mantido,58
2760,Registrar transferência de direitos minerários em face de sucessão causa mortis,Mantido,58
2761,Cadastrar Entidade de Adoção Internacional junto à Polícia Federal,Mantido,31
2762,Transferir Propriedade de Arma de Fogo,Mantido,31
2763,Obter Porte de Arma de Fogo para Defesa Pessoal,Mantido,31
2764,Registrar-se como Estrangeiro no Brasil,Mantido,31
2766,"Prorrogar Estada	no Brasil",Mantido,31
2767,Realizar oficina para elaboração de planejamento estratégico ou plano de ação,Mantido,68
2768,Registrar ou Averbar Direitos Autorais na Biblioteca Nacional,Extinto,130
2769,Solicitar reprodução de material do acervo da Biblioteca Nacional,Mantido,130
2770,Visitar as dependências da Fundação Casa de Rui Barbosa,Mantido,120
2775,Obter 2ª via de Diploma de Conclusão de Curso,Mantido,146
2776,Obter 2ª via de Histórico Escolar,Mantido,146
2777,Obter apoio financeiro para implementação de projetos de sistemas de abastecimento de água,Mantido,117
2778,Obter apoio financeiro para implementação de projetos de sistemas de esgotamento sanitário,Mantido,117
2779,Consultar acervos histórico-culturais do Museu do Homem do Nordeste,Mantido,149
2780,Obter cópia de documentos históricos e obras de arte para fins acadêmicos e científicos,Mantido,149
2781,Obter cópia digital de documentos históricos e obras de arte para fins comerciais,Mantido,149
2782,Sisg-LAF - Obter Autorização para Captura$§ Coleta e Transporte de Material Biológico,Mantido,82
2783,Obter autorização para Supressão de Vegetação (ASV),Mantido,82
2788,Obter autorização para manejo florestal sustentável em florestas públicas ou unidades de conservação federais,Mantido,82
2789,Obter anuência prévia para supressão de vegetação do bioma Mata Atlântica,Mantido,82
2790,Obter licença para importação de fauna$§ suas partes$§ produtos e subprodutos,Mantido,82
2791,Obter licença para exportação de fauna silvestre$§ suas partes$§ produtos e subprodutos,Mantido,82
2792,Obter autorização preliminar para Registro Especial Temporário de agrotóxicos,Mantido,82
2793,Obter Registro Especial Temporário de agrotóxicos,Mantido,82
2794,Registrar preservativo de madeira,Mantido,82
2795,Obter autorização para a importação e comercialização de mercúrio metálico,Mantido,82
2797,Obter autorização para o uso e comercialização de aditivo para combustível automotivo,Mantido,82
2798,Obter licença para o uso da configuração de ciclomotores$§ motociclos e similares,Mantido,82
2799,Obter licença para o uso da configuração de veículos leves,Mantido,82
2800,Obter licença para o uso da configuração de veículos pesados,Mantido,82
2801,Obter licença para o uso de máquinas rodoviárias e agrícolas,Mantido,82
2802,Obter licença para o uso de motores,Mantido,82
2803,Obter autorização para uso do Selo Ruído,Mantido,82
2804,Obter acesso ao Arquivo Central do Ibram,Mantido,145
2806,Assinar o Diário Oficial da União,Mantido,52
2807,Publicar no Diário Oficial da União,Mantido,52
2812,Fazer o exame para Certificado de Proficiência em Língua Portuguesa para Estrangeiros,Mantido,151
2813,Solicitar Acreditação de Laboratórios,Mantido,28
2814,Acreditar Organismos de Certificação ou Verificação,Mantido,28
2815,Acreditar Produtores de Materiais de Referência,Mantido,28
2816,Acreditar Provedores de Ensaios de Proficiência,Mantido,28
2817,Obter Anuência para Importação,Mantido,28
2818,Obter aprovação de Modelo de Instrumento de Medição,Mantido,28
2819,Cadastrar-se para realizar selagem de cronotacógrafos em veículos de frota própria,Mantido,28
2822,Obter Autorização para emitir Declaração de Conformidade de Instrumentos de Medição Regulamentados,Mantido,28
2823,Solicitar apoio à incubação de projetos tecnológicos,Mantido,28
2824,Obter Liberação Sequencial de Selos para Produtos com Conformidade Avaliada,Mantido,28
2825,Ter reconhecida Conformidade aos Princípios das Boas Práticas de Laboratório,Mantido,28
2826,Registrar Objeto,Mantido,28
2827,Solicitar patente de modelo de utilidade,Mantido,63
2828,Solicitar certificado de adição de invenção,Mantido,63
2829,Apresentar recurso administrativo contra decisão de indeferimento de pedido de patente ou de certificado de adição de invenção,Mantido,63
2830,Solicitar a nulidade administrativa de patente ou de certificado de adição de invenção,Mantido,63
2831,Solicitar a caducidade de patente ou de certificado de adição de invenção,Mantido,63
2832,Obter a anotação de transferência de titularidade de patente ou de certificado de adição de invenção,Mantido,63
2833,Solicitar consulta sobre transferência de tecnologia,Mantido,63
2834,Obter a restauração de pedido de patente ou de certificado de adição de invenção,Mantido,63
2835,Obter o desarquivamento de pedido de patente ou de certificado de adição de invenção,Mantido,63
2836,Solicitar a oferta de licença de patente para fins de exploração,Mantido,63
2838,Obter cópia simples ou autenticada de documentos de patentes,Mantido,63
2839,Solicitar a realização de busca e emissão de opinião preliminar sobre patenteabilidade,Mantido,63
2840,Solicitar o depósito de pedido internacional de patentes de acordo com o Tratado de Cooperação em Matéria de Patentes,Mantido,63
2841,Solicitar a realização de exame internacional preliminar sobre patenteabilidade,Mantido,63
2842,Solicitar o registro de marca de certificação,Mantido,63
2843,Solicitar o registro de marca coletiva,Mantido,63
2844,Apresentar oposição a pedido de registro de marca,Mantido,63
2845,Obter a prorrogação de registro de marca e expedição de certificado de registro,Mantido,63
2846,Apresentar recurso administrativo contra decisão de indeferimento de pedido de registro de marca,Mantido,63
2847,Solicitar a nulidade administrativa de registro de marca,Mantido,63
2848,Solicitar a caducidade de registro de marca,Mantido,63
2849,Obter a anotação de transferência de titularidade de registro de marca,Mantido,63
2850,Obter a anotação de limitação ou ônus sobre pedido ou registro de marca,Mantido,63
2851,Realizar consulta à Comissão de Classificação de Elementos Figurativos de Marca,Mantido,63
2852,Realizar consulta à Comissão de Classificação de Produtos e Serviços (CCPS),Mantido,63
2853,Solicitar o reconhecimento de alto renome de registro de marca,Mantido,63
2854,Apresentar recurso administrativo contra decisão de indeferimento de pedido de reconhecimento de alto renome em registro de marca,Mantido,63
2858,Apresentar recurso administrativo contra decisão de indeferimento de pedido de registro de desenho industrial,Mantido,63
2859,Solicitar a nulidade administrativa de registro de desenho industrial,Mantido,63
2861,Obter a anotação de transferência de titularidade de desenho industrial,Mantido,63
2865,Apresentar recurso administrativo contra decisão de indeferimento de pedido de averbação ou de registro,Mantido,63
2868,Solicitar alterações no certificado de averbação ou registro,Mantido,63
2869,Solicitar o reconhecimento de indicação de procedência,Mantido,63
2870,Solicitar o reconhecimento de denominação de origem,Mantido,63
2871,Apresentar manifestação em oposição a pedido de reconhecimento de indicação geográfica,Mantido,63
2872,Apresentar recurso administrativo contra decisão de indeferimento de pedido de reconhecimento de indicação geográfica,Mantido,63
2873,Solicitar exame do registro quanto à originalidade ou novidade,Mantido,63
2874,Solicitar o registro de topografia de circuitos integrados,Mantido,63
2875,Obter a anotação de transferência de titularidade de registro de topografia de circuitos integrados,Mantido,63
2876,Apresentar recurso administrativo contra decisão de indeferimento de pedido de registro de topografia de circuitos integrados,Mantido,63
2877,Solicitar patente de modelo de utilidade para pedido internacional (PCT),Mantido,63
2878,Obter a anotação de transferência de titularidade de registro de programa de computador,Mantido,63
2879,Obter certificado de conformidade de produtos.,Mantido,12
2881,Comprar publicações do Ipea e de instituições parceiras.,Mantido,158
2882,Hospedar-se na Pousada do Pesquisador,Mantido,103
2883,Inscrever-se em curso de extensão na Escola Nacional de Botânica Tropical,Mantido,103
2884,Credenciar Autoridade de Registro na ICP-Brasil  (AR),Mantido,96
2885,Reavaliar reservas de títulos minerários de lavra,Mantido,58
2886,Obter Certificado de Aeronavegabilidade Especial para Aeronave Leve Esportiva,Mantido,17
2887,Obter Autorização de projeto ou para fabricação de Embalagem de Transporte Aéreo  de Produtos Perigosos,Mantido,17
2891,Obter designação para país estrangeiro (empresas aéreas brasileiras),Mantido,17
2892,Obter Certificação Expedita,Mantido,17
2894,Obter designação ou alteração nas características de aeroporto como internacional,Mantido,17
2895,Homologar relatório de instalação de padrões de entrada ou kits de instalação interna,Mantido,6
2896,Obter aprovação de relatório mensal de Tarifa Social de Energia Elétrica,Mantido,6
2897,Alterar tempo de faturamento da iluminação pública,Mantido,6
2898,Solicitar expurgo da indisponibilidade de usinas de geração de energia elétrica,Mantido,6
2899,Obter autorização para o uso de combustíveis não especificados.,Mantido,62
2901,Obter Autorização de Comercialização de Gás Natural,Mantido,62
2904,Transferir titularidade da unidade de compressão,Mantido,62
2905,Obter autorização para a Operação de Central de Distribuição de Gás Natural Liquefeito,Mantido,62
2908,Transferir titularidade de autorização para operação de Terminal,Mantido,62
2909,Obter Autorização para Unidade de Regaseficação ou Liquefação,Mantido,62
2910,Transferir a titularidade da autorização para operação de Unidade de Liquefação ou de Regaseificação,Mantido,62
2913,Transferir titularidade de autorização para operação de gasoduto ou oleoduto,Mantido,62
2914,Obter autorização para transporte aquaviário a granel de produtos regulados,Mantido,62
2915,Transferir titularidade de autorização de transporte aquaviário a granel de produtos regulados,Mantido,62
2916,Obter a Declaração de Utilidade Pública de área para implantação do gasoduto.,Mantido,62
2917,Solicitar Cadastro de Agente Regulado,Mantido,62
2918,Cancelar registro de plano de saúde,Mantido,50
2919,Obter certidão de regime especial de direção técnica,Mantido,50
2920,Obter da Antaq autorização$§ aditamento ou renúncia para transporte aquaviário na navegação marítima e de apoio$§ cabotagem e longo curso,Mantido,89
2921,Obter autorização da Antaq para transporte misto e de passageiros na navegação interior de percurso longitudinal interestadual e internacional,Mantido,89
2922,Obter autorização da Antaq para transporte de cargas na navegação interior de percurso longitudinal interestadual e internacional,Mantido,89
2924,Obter autorização da Antaq para transporte de passageiros$§ veículos e cargas na navegação interior de travessia,Mantido,89
2925,Solicitar autorização para importar produtos derivados de Cannabis,Mantido,3
2928,Obter Certidão de Serviços de Guerra,Mantido,37
2929,Obter certidão de tempo de serviço para ex-alunos das Escolas de Marinha Mercante e  de Formação de Oficiais da Marinha Mercante,Mantido,37
2930,Cadastrar-se no Currículo Lattes,Mantido,27
2935,Obter acesso ao extrator da Plataforma Lattes,Mantido,27
2936,Solicitar Reunião na Comissão de Valores Mobiliários (CVM),Mantido,7
2937,Apresentar Impugnação ou Recurso - Taxa de Fiscalização CVM,Mantido,7
2938,Recorrer contra multa cominatória - CVM,Mantido,7
2939,Obter anuência para exportação de fósseis,Mantido,58
2940,Cadastrar barragem de mineração.,Mantido,58
2943,Emitir Certificado de Formação$§ Extensão ou Reciclagem do Vigilante,Mantido,31
2944,Obter Autorização de Funcionamento para o Exercício da Atividade de Segurança Privada,Mantido,31
2945,Obter Nada Consta de Multas de Trânsito da PRF,Mantido,23
2946,Solicitar restituição de valores pagos indevidamente referentes a multas de trânsito/transporte da PRF,Mantido,23
2947,Apresentar identificação de condutor infrator da PRF,Mantido,23
2949,Comunicar desaparecimento de pessoas (SINAL DESAPARECIDOS),Mantido,23
2950,Solicitar retificação de Boletim de Acidente de Trânsito (BAT) da PRF,Mantido,23
2951,Consultar Boletim de Ocorrências Policiais da PRF,Mantido,23
2955,Solicitar bolsa de pesquisa da Biblioteca Nacional,Mantido,130
2962,Obter apoio técnico laboratorial para monitoramento da qualidade da água para consumo humano,Mantido,117
2963,Obter apoio emergencial no tratamento e disponibilização de água para consumo humano em situações de desastres,Mantido,117
2964,Participar de cursos em Segurança e Saúde no Trabalho,Mantido,111
2965,Participar de capacitações nas áreas de arquivos$§ bibliotecas e museus,Mantido,149
2966,Publicar artigos na revista Ciência & Trópico,Mantido,149
2967,Obter bolsa de iniciação científica da Fundação Joaquim Nabuco,Mantido,149
2968,Estagiar na Fundação Joaquim Nabuco,Mantido,149
2969,Obter assistência jurídica para garantia de direitos de comunidades remanescentes de quilombos,Mantido,150
2970,Obter certidão de autodefinição de comunidade remanescente de quilombo,Mantido,150
2971,Obter Certidão de Pertencimento a Comunidade Remanescente de Quilombo,Mantido,150
2972,Obter acesso a ação de distribuição de alimentos,Mantido,150
2973,Obter certidão de população,Mantido,127
2974,Obter certidão de área,Mantido,127
2975,Homologar marcos geodésicos,Mantido,127
2976,Obter coordenadas referenciadas ao SIRGAS2000,Mantido,127
2978,Consultar acervo da Biblioteca Central do IBRAM,Mantido,145
2979,Consultar acervo da Biblioteca Depositária do IBRAM,Mantido,145
2980,Comprar publicações do IBRAM de forma não-presencial,Mantido,145
2981,Inscrever no Programa de Fomento aos Museus e à Memória Brasileira,Mantido,145
2982,Inscrever-se no Programa de Fomento aos Museus e à Memória Brasileira - Modernização de Museus,Mantido,145
2984,Cadastrar-se como beneficiário de unidade de conservação federal de uso sustentável,Mantido,64
2985,Obter Direito Real de Uso para populações tradicionais,Mantido,64
2986,Ser um voluntário do ICMBio,Mantido,64
2992,Receber publicações produzidas pelo INES,Mantido,100
2993,Obter qualificação profissional e auxílio para se colocar no mercado de trabalho para a pessoa surda,Mantido,100
2994,Solicitar Aposentadoria por Idade de Pessoa com Deficiência,Mantido,16
2995,Solicitar Aposentadoria da Pessoa com Deficiência por Tempo de Contribuição,Mantido,16
2997,Solicitar Benefício Assistencial à Pessoa com Deficiência (BPC/LOAS),Mantido,16
2998,Solicitar Pensão especial destinada a crianças com Síndrome Congênita do Zika Vírus,Mantido,16
2999,Solicitar Benefício Assistencial ao Idoso,Mantido,16
3035,Solicitar Benefício Assistencial ao Trabalhador Portuário Avulso,Mantido,16
3038,Solicitar 25% de Acréscimo na Aposentadoria por Invalidez,Mantido,16
3040,Solicitar Aposentadoria por Idade para Trabalhador Rural,Mantido,16
3043,Solicitar Auxílio-Reclusão Urbano,Mantido,16
3045,Consultar o acervo da Biblioteca do Instituto Nacional de Tecnologia,Mantido,12
3046,Iniciar processo de tombamento de Bens Culturais de Natureza Material,Mantido,42
3047,Obter Chancela da Paisagem Cultural,Mantido,42
3048,Registrar Bens Culturais de Natureza Imaterial,Mantido,42
3049,Solicitar pesquisas bibliográficas especializadas em bases de dados locais (catálogo eletrônico) e remotas$§ nacionais e internacionais,Mantido,103
3050,Estagiar no Jardim Botânico do Rio de Janeiro,Mantido,103
3051,Encontrar objetos perdidos nas dependências do Jardim Botânico do Rio de Janeiro,Mantido,103
3052,Obter o incentivo fiscal de  redução de 75% do IRPJ para empreendimentos instalados na área de atuação da SUDENE,Mantido,132
3053,Obter Certificado de Organização da Produção (COP) com Registro de Limitação da Produção (RLP),Mantido,17
3055,Obter Certificado Médico Aeronáutico,Mantido,17
3056,Credenciar-se como instrutor de artigos perigosos,Mantido,17
3059,Obter licença para exercer a atividade de comissário de voo,Mantido,17
3060,Obter licença para exercer a atividade de Despachante Operacional de Voo,Mantido,17
3062,Obter licença para exercer a atividade de piloto de balão livre,Mantido,17
3063,Obter licença para exercer a atividade de Piloto De Linha Aérea de Avião,Mantido,17
3064,Matricular aeronaves,Mantido,17
3065,Obter Certidão de Propriedade e Ônus Reais de Aeronaves,Mantido,17
3066,Obter validação ou alteração de Categoria Contraincêndio do Aeródromo (CAT) em aeródromo público,Mantido,17
3067,Inscrever Atos de Autoridade Judiciária ou Administrativa em Livro de Aeronave,Mantido,17
3068,Realizar a comunicação de venda de aeronave,Mantido,17
3069,Realizar Emenda a Certificado de Organização de Manutenção de Produto Aeronáutico ou às suas Especificações Operativas,Mantido,17
3070,Obter liberação após reparo de aeronaves envolvidas em incidentes/acidentes,Mantido,17
3071,Obter autorização especial de voo (AEV),Mantido,17
3072,Obter serviço Rádio do Cidadão,Mantido,161
3073,Obter autorização para Serviço de Radioamador,Mantido,161
3074,Obter autorização para Serviço Especial para Fins Científicos e Experimentais,Mantido,161
3075,Obter autorização para Serviço Limitado Privado,Mantido,161
3077,Obter autorização para Serviço Limitado Móvel Aeronáutico ou Marítimo,Mantido,161
3078,Obter licenciamento para Estação do Serviço Móvel Pessoal,Mantido,161
3079,Obter autorização para Serviço Telefônico Fixo Comutado,Mantido,161
3080,Obter autorização para prestar serviço de Acesso à Internet Fixa,Mantido,161
3081,Obter autorização para prestar serviço de TV por Assinatura,Mantido,161
3083,Prestar serviço de telefonia móvel via satélite,Mantido,161
3084,Obter autorização para Serviço Auxiliar de Radiodifusão e Correlatos,Mantido,161
3085,Obter autorização de Uso Temporário de Radiofrequências,Mantido,161
3086,Alterar nome de produto (plano de saúde),Mantido,50
3087,Obter Autorização para Reajuste de mensalidade de plano de saúde individual ou familiar,Mantido,50
3088,Obter autorização de importação de substância$§ planta ou medicamento controlado,Mantido,3
3090,Obter Registro de produtos para saúde,Mantido,3
3091,Solicitar Certificado de Livre Prática,Mantido,3
3093,Ingressar no Colégio Militar de Juiz de Fora,Mantido,67
3094,Ingressar no Colégio Militar de Porto Alegre,Mantido,67
3095,Ingressar no Colégio Militar de Recife,Mantido,67
3096,Ingressar no Instituto Militar de Engenharia,Mantido,67
3098,Conceder Certificado de Registro Pessoa Física -  Colecionador$§ Atirador Desportivo e Caçador (CAC),Mantido,67
3099,Revalidar Certificado de Registro Pessoa Física Colecionador$§ Atirador Desportivo e Caçador,Mantido,67
3100,Aquisição de Armas -Clube de Tiro,Mantido,67
3101,Renovar Certificado de Registro de Arma de Fogo e Porte de Arma de Fogo para Pessoa Física,Mantido,67
3102,Aquisição Mercado Nacional - Privado,Mantido,67
3104,Obter Título de Inscrição de Embarcação e Título de Inscrição de Embarcação Miúda,Mantido,37
3105,Transferir propriedade ou jurisdição de Título de Inscrição de Embarcação e Título de Inscrição de Embarcação Miúda,Mantido,37
3106,Revalidar ou emitir 2ª via de Certificado Modelo DPC-1034,Mantido,37
3109,Obter cessão total de alvará de pesquisa,Mantido,58
3111,Obter arrendamento total de concessão de lavra ou manifesto de mina,Mantido,58
3112,Obter o certificado do processo Kimberley,Mantido,58
3113,Solicitar Certidão Simples ou de Inteiro Teor da Fundação Biblioteca Nacional,Mantido,130
3114,Retificar Dados do Registro de Direitos Autorais na Biblioteca Nacional,Mantido,130
3115,Solicitar informações sobre titular ou título de obra nos assentamentos de registro da Biblioteca Nacional,Mantido,130
3116,Solicitar cópia de documentos de direitos de obra pela Biblioteca Nacional,Mantido,130
3119,Fomentar ações de saneamento básico em áreas rurais e comunidades tradicionais,Mantido,117
3120,Obter Autorização para Utilização de Matéria-Prima Florestal,Mantido,82
3122,Agendar auditório “Augusto Ruschi” do Instituto Nacional da Mata Atlântica (INMA),Mantido,12
3123,Obter serviços de Calibração$§ Processamento ou Ensaio em metrologia,Mantido,28
3125,Solicitar cópia de material bibliográfico do acervo da Biblioteca Barbosa Rodrigues,Mantido,103
3126,Visitar o Jardim Botânico do Rio de Janeiro,Mantido,103
3127,Obter permissão de uso dos espaços do Instituto de Pesquisas Jardim Botânico do Rio de Janeiro - JBRJ,Mantido,103
3131,Obter Declaração de Reserva de Disponibilidade Hídrica,Mantido,152
3132,Obter Certificado de Avaliação de Sustentabilidade de Obras Hídricas,Mantido,152
3133,Participar de Capacitação em Gestão e Regulação de Recursos Hídricos,Mantido,152
3134,Obter a Regularização do Uso da Água de Domínio da União,Mantido,152
3137,Obter aprovação de Grande Modificação ao Projeto de Tipo requerido pelo detentor do CT nacional (Certificado de Tipo),Mantido,17
3138,Obter validação de Grande Modificação ao Projeto de Tipo requerido pelo detentor do TC estrangeiro (Type Certificate - TC ou equivalente),Mantido,17
3139,Obter extensão de tempo para reparo de itens constantes na Lista de Equipamento Mínimo (MEL),Mantido,17
3140,Obter Validação de projeto de artigos TSO/ETSO (ou equivalente) de autoridade estrangeira$§ ou autorização para marcação de OTP em produto estrangeiro,Mantido,17
3143,Obter autorização para Eventos Aéreos,Mantido,17
3144,Obter autorização para transporte de carga externa – helicóptero,Mantido,17
3145,Obter Certificado de Registro de Título para Obras não publicitárias,Mantido,86
3147,Obter Certificado de Registro de Título para Obras Publicitárias,Mantido,86
3148,Obter declaração de utilidade pública para empreendimentos de geração,Mantido,6
3149,Solicitar enquadramento no regime de incentivo para desenvolvimento da infraestrutura,Mantido,6
3150,Obter homologação de contratos de compartilhamento de infraestrutura entre os setores de energia elétrica e telecomunicações,Mantido,6
3151,Obter aprovação do Projeto Básico das instalações de transmissão concedidas.,Mantido,6
3152,Obter autorização para ampliação de instalações de transmissão no sistema isolado,Mantido,6
3153,Obter autorização para estudos geológicos e topográficos,Mantido,6
3154,Obter autorização para atendimento a título precário de consumidores de energia elétrica,Mantido,6
3155,Obter autorização para reforços e melhorias da transmissão,Mantido,6
3156,Alterar cronogramas e datas de término de obras.,Mantido,6
3157,Adequar contratos de concessão e permissão.,Mantido,6
3158,Regularizar rede particular de energia elétrica,Mantido,6
3159,Obter reequilíbrio econômico e financeiro dos contratos de concessão.,Mantido,6
3160,Transferir controle societário como alternativa à extinção da outorga,Mantido,6
3161,Obter liberação de operação em teste e comercial para empreendimento de geração,Mantido,6
3162,Recorrer contra Auto de Infração.,Mantido,6
3163,Obter autorização de Exercício da Atividade de Coleta de Óleo Lubrificante Usado ou Contaminado,Mantido,62
3164,Obter Anuência para Importação e Exportação de Petróleo e Derivados,Mantido,62
3165,Obter Autorização de Exercício da Atividade de Distribuição de Asfalto,Mantido,62
3166,Obter autorização de Exercício da Atividade de Distribuição de Combustíveis Líquidos,Mantido,62
3167,Obter autorização de Exercício da Atividade de Distribuição de Combustível de Aviação,Mantido,62
3168,Obter autorização de Exercício da Atividade de Distribuição de Gás Liquefeito de Petróleo,Mantido,62
3169,Obter autorização de Exercício da Atividade de Distribuição de Solventes,Mantido,62
3172,Obter autorização de Exercício da Atividade de Produtor de Óleo Lubrificante Acabado,Mantido,62
3173,Obter autorização de Exercício da Atividade de Rerrefino de Óleo Lubrificante Usado ou Contaminado.,Mantido,62
3174,Obter autorização de Exercício da Atividade de Transportador-Revendedor-Retalhista.,Mantido,62
3175,Obter Autorização de Exercício da Atividade de Transportador-Revendedor-Retalhista de Navegação Interior.,Mantido,62
3176,Obter autorização para Revenda Varejista de Combustíveis de Aviação,Mantido,62
3177,Solicitar cadastro de Fornecedor de Etanol Combustível,Mantido,62
3178,Obter autorização de Construção e Operação de Instalação de Combustíveis e Outros Derivados,Mantido,62
3179,Solicitar homologação dos Contratos de Fornecimento de GLP,Mantido,62
3180,Solicitar homologação dos Contratos de Fornecimento de Asfaltos,Mantido,62
3182,Obter aprovação do programa de desativação de instalações relativas à Fase de Exploração,Mantido,62
3183,Obter aprovação do Relatório de Devolução de Áreas Exploratórias,Mantido,62
3185,Solicitar cancelamento de registro de operadora de planos privados de assistência à saúde,Mantido,50
3187,Registrar na Antaq instalação de apoio ao transporte aquaviário não passível de autorização,Mantido,89
3189,Negociar Acordo de Leniência,Mantido,55
3191,Obter Apoio Financeiro para Participar de Eventos Científicos no Exterior,Mantido,148
3192,Revalidar Certificado de Registro para Pessoa Jurídica (Não Fabricante),Mantido,67
3193,Registrar Propriedade - SINARM para SIGMA,Mantido,67
3194,RegistrarArmas - Magistrados$§ Promotores e Procuradores,Mantido,67
3196,Alterar Informações da arma,Mantido,67
3197,Obter autorização para uso de veículo blindado,Mantido,67
3198,Registrar armas de fogo -  Representações Diplomáticas,Mantido,67
3199,Solicitar Parcelamento de débitos de taxa de fiscalização ou multas da CVM,Mantido,7
3200,Obter englobamento de áreas em regime de mineração,Mantido,58
3203,Obter autorização para extração de fósseis,Mantido,58
3204,Emitir Carteira Nacional de Vigilante,Mantido,31
3205,Credenciar Instrutor para Escolas de Formação de Vigilantes,Mantido,31
3208,Visitar as exposições temáticas de documentos de arquivo da Casa Rui Barbosa,Mantido,120
